ID;AGE;INCOME;GENDER;MARITAL;NUMKIDS;NUMCARDS;HOWPAID;EMPLOYED_DAYS;STORECAR;LOANS;LOAN_AMOUNT;MORTGAGE;MORTGAGE_AMOUNT;CREDIT_SCORE;RISK
102990;41;28550;f;divsepwid;2;6;weekly;5690;5;2;9240;y;102000;0,44;bad profit
103657;49;28549;f;divsepwid;3;5;weekly;8709;3;3;45960;n;0;0,30;bad profit
102983;41;28546;m;divsepwid;3;5;weekly;6353;4;3;10820;n;0;0,46;bad loss
103077;42;28528;f;divsepwid;2;6;weekly;5175;4;3;9190;y;122000;0,18;bad loss
102985;38;28528;f;divsepwid;3;6;weekly;3929;4;2;9180;y;156000;0,18;bad loss
100083;31;28515;m;single;0;1;monthly;2468;2;0;0;y;79000;0,78;good risk
102996;41;28513;m;divsepwid;2;5;weekly;6233;5;3;20100;y;110000;0,38;bad loss
103869;43;28507;f;married;3;3;monthly;6336;5;1;5580;y;139000;0,44;bad loss
103253;44;28499;f;divsepwid;3;5;weekly;4898;5;3;18040;n;0;0,30;bad profit
103588;48;28490;m;divsepwid;2;6;weekly;7280;3;2;11230;n;0;0,55;bad profit
103019;41;28487;m;divsepwid;4;5;weekly;4631;3;2;9350;y;141000;0,62;bad profit
103600;48;28480;m;divsepwid;4;6;weekly;8048;3;3;29070;n;0;0,68;bad profit
103644;31;28474;m;divsepwid;2;5;weekly;2956;3;3;12050;n;0;0,26;bad profit
100708;43;28469;m;married;1;1;monthly;7055;2;0;0;y;102000;0,69;good risk
104047;48;28461;f;married;3;3;weekly;6379;5;2;4480;y;133000;0,55;good risk
102915;40;28455;f;divsepwid;3;6;weekly;5157;4;2;17500;y;141000;0,80;bad profit
100068;30;28455;f;single;0;1;monthly;2326;0;0;0;y;81000;0,49;bad profit
100052;29;28454;m;single;0;0;monthly;1830;0;0;0;y;57000;0,66;good risk
103732;50;28453;m;divsepwid;4;6;weekly;7225;5;2;19640;y;156000;0,45;good risk
100164;38;28450;m;single;0;0;monthly;3898;1;0;0;y;65000;0,75;bad loss
103393;46;28424;m;divsepwid;2;5;weekly;5989;3;2;18000;n;0;0,37;bad profit
103072;42;28418;m;divsepwid;3;5;weekly;5601;3;3;31200;y;126000;0,82;good risk
103099;32;28415;m;divsepwid;4;6;weekly;3367;3;3;22760;n;0;0,29;bad profit
103061;42;28407;m;divsepwid;2;6;weekly;4058;3;2;9870;n;0;0,44;bad loss
103397;46;28403;f;divsepwid;3;5;weekly;8424;3;2;18910;y;138000;0,52;good risk
103936;45;28383;f;married;2;4;monthly;5142;5;1;1890;y;129000;0,32;bad profit
103239;44;28371;f;divsepwid;3;5;weekly;6570;4;3;30500;y;137000;0,62;bad profit
102998;41;28351;m;divsepwid;3;6;weekly;6128;3;2;17950;n;0;0,46;good risk
102929;40;28348;m;divsepwid;2;6;weekly;5051;4;3;10850;n;0;0,15;bad loss
103664;49;28336;f;divsepwid;2;5;weekly;8392;5;3;38810;n;0;0,78;good risk
103334;45;28333;m;divsepwid;4;6;weekly;6203;5;3;22200;n;0;0,82;good risk
103570;48;28331;f;divsepwid;3;5;weekly;5796;3;2;14450;y;149000;0,23;bad profit
103518;47;28331;m;divsepwid;3;6;weekly;7495;3;3;25040;n;0;0,42;bad profit
100085;31;28315;m;single;0;0;monthly;4385;1;0;0;y;65000;0,20;bad loss
103587;48;28294;m;divsepwid;4;6;weekly;7815;5;2;23560;n;0;0,20;bad loss
103590;48;28293;f;divsepwid;3;5;weekly;7032;5;3;18100;y;131000;0,52;bad profit
100125;35;28289;f;single;0;1;monthly;3563;0;0;0;y;58000;0,48;bad profit
103159;43;28275;f;divsepwid;3;6;weekly;6450;4;3;26810;n;0;0,62;bad loss
103568;48;28252;m;divsepwid;2;5;weekly;8304;4;2;27110;y;119000;0,17;bad loss
103321;45;28243;m;divsepwid;4;6;weekly;6942;5;2;20390;n;0;0,57;bad loss
103505;47;28237;f;divsepwid;3;6;weekly;6766;4;3;31980;n;0;0,65;bad profit
103259;44;28230;f;divsepwid;2;5;weekly;6547;4;2;30010;n;0;0,24;bad loss
103586;48;28229;m;divsepwid;4;6;weekly;7352;3;2;13630;y;159000;0,42;bad profit
100149;37;28224;m;single;0;1;monthly;4050;1;0;0;y;58000;0,26;bad profit
100247;44;28218;f;single;0;0;monthly;5664;0;0;0;y;66000;0,72;good risk
102988;41;28205;m;divsepwid;2;5;weekly;6367;3;3;29870;n;0;0,53;bad loss
103262;44;28181;f;divsepwid;3;5;weekly;4622;5;2;13220;y;126000;0,34;good risk
103162;37;28180;f;divsepwid;4;6;weekly;4658;4;2;6950;y;142000;0,49;bad loss
103418;46;28173;m;divsepwid;2;5;weekly;7984;5;2;10550;n;0;0,34;bad profit
103725;26;28172;m;divsepwid;3;6;weekly;2894;3;3;16570;n;0;0,30;good risk
100168;38;28168;f;single;0;1;monthly;5139;2;0;0;y;80000;0,69;good risk
103799;41;28156;m;married;3;4;weekly;5413;4;1;6140;y;138000;0,31;bad loss
100461;36;28156;f;married;0;1;monthly;5068;1;0;0;y;80000;0,24;good risk
104003;47;28154;m;married;2;4;monthly;6290;4;1;7740;y;118000;0,28;bad loss
104115;34;28146;m;married;2;3;monthly;3318;5;1;6940;y;108000;0,27;bad loss
103169;43;28136;f;divsepwid;4;5;weekly;3846;4;3;3640;y;149000;0,23;bad loss
103488;47;28135;f;divsepwid;2;5;weekly;8337;4;2;12570;n;0;0,26;bad profit
103582;48;28115;m;divsepwid;2;5;weekly;9158;4;2;35700;y;106000;0,54;bad loss
100216;37;28112;f;single;0;1;monthly;4299;2;0;0;y;73000;0,81;good risk
103722;50;28109;f;divsepwid;2;6;weekly;7927;3;2;11760;n;0;0,22;bad profit
103149;43;28102;m;divsepwid;2;6;weekly;5265;4;2;21790;n;0;0,58;bad profit
100001;25;28085;f;single;0;1;monthly;1176;1;0;0;y;58000;0,69;good risk
103413;46;28063;f;divsepwid;4;5;weekly;5963;5;2;12840;y;158000;0,47;good risk
103248;44;28063;f;divsepwid;3;6;weekly;8093;5;2;18970;n;0;0,62;good risk
103597;48;28060;m;divsepwid;2;6;weekly;7635;5;3;24040;n;0;0,49;good risk
100193;39;28050;m;single;0;0;monthly;7068;2;0;0;y;63000;0,19;bad profit
100165;38;28036;m;single;0;1;monthly;3977;2;0;0;y;65000;0,61;good risk
103713;50;28025;f;divsepwid;2;6;weekly;7759;5;2;15470;y;106000;0,26;bad profit
100007;33;28018;m;single;0;1;monthly;3622;1;0;0;y;73000;0,45;good risk
103795;41;28000;f;married;2;4;weekly;7149;5;1;10070;y;129000;0,28;bad loss
103402;31;27995;m;divsepwid;2;6;weekly;3570;5;3;17090;n;0;0,12;bad profit
100100;33;27995;f;single;0;0;monthly;3279;0;0;0;y;74000;0,43;good risk
103401;46;27994;m;divsepwid;2;5;weekly;5513;5;3;9700;n;0;0,25;bad profit
103406;46;27994;m;divsepwid;2;5;weekly;8280;3;2;29010;n;0;0,23;bad loss
103429;30;27990;f;divsepwid;2;6;weekly;3028;5;3;16970;y;117000;0,48;bad loss
100013;25;27987;f;single;0;1;monthly;864;2;0;0;y;76000;0,33;bad loss
103667;49;27986;m;divsepwid;2;6;weekly;8684;3;3;20570;n;0;0,32;bad loss
103002;33;27979;f;divsepwid;4;6;weekly;2023;3;3;16380;y;156000;0,69;good risk
100012;25;27956;f;single;0;0;monthly;382;1;0;0;y;80000;0,56;good risk
100159;37;27941;f;single;0;1;monthly;3871;1;0;0;y;76000;0,67;good risk
104116;50;27940;m;married;3;4;weekly;7781;5;2;13450;y;135000;0,48;bad loss
103409;38;27936;m;divsepwid;2;6;weekly;4512;3;2;16010;y;123000;0,25;bad profit
100426;35;27933;m;married;0;1;monthly;3495;2;1;2760;y;67000;0,35;bad profit
103325;29;27930;f;divsepwid;2;5;weekly;1362;3;2;9380;n;0;0,39;good risk
102986;41;27928;f;divsepwid;4;5;weekly;4720;4;2;13250;n;0;0,19;bad profit
103177;43;27922;f;divsepwid;4;5;weekly;6113;4;2;21480;y;167000;0,30;bad profit
103802;27;27917;m;married;3;3;monthly;3008;4;2;7760;y;126000;0,17;bad loss
100166;38;27915;f;single;0;0;monthly;4615;0;0;0;y;74000;0,62;good risk
100174;38;27913;f;single;0;0;monthly;3161;1;0;0;y;66000;0,32;bad profit
103251;44;27909;m;divsepwid;2;6;weekly;4698;4;2;14060;y;112000;0,36;bad loss
103327;45;27906;m;divsepwid;3;5;weekly;7694;4;3;12740;y;123000;0,23;bad loss
100238;43;27901;f;single;0;0;monthly;6816;2;0;0;y;81000;0,44;good risk
100213;37;27897;f;single;0;0;monthly;3139;0;0;0;y;64000;0,41;bad loss
103929;45;27892;m;married;2;4;weekly;8645;5;2;15180;y;112000;0,60;bad loss
102987;41;27890;m;divsepwid;2;5;weekly;5281;3;3;10940;y;103000;0,40;bad profit
102994;41;27885;f;divsepwid;4;6;weekly;5687;5;2;6350;y;147000;0,25;bad loss
104036;48;27873;f;married;3;4;monthly;6638;4;1;13180;y;136000;0,46;bad loss
103485;31;27862;f;divsepwid;4;5;weekly;2402;3;2;10840;y;151000;0,77;bad loss
103663;49;27861;m;divsepwid;2;5;weekly;7596;5;2;18030;n;0;0,53;bad profit
103658;49;27860;f;divsepwid;3;6;weekly;8481;4;3;41770;n;0;0,62;bad profit
103326;45;27859;m;divsepwid;2;6;weekly;7875;5;3;16620;y;99000;0,44;good risk
103519;47;27854;f;divsepwid;3;6;weekly;6251;5;2;12390;n;0;0,19;bad loss
103669;49;27850;f;divsepwid;4;5;weekly;8684;4;3;43270;y;148000;0,42;bad profit
100256;44;27849;m;single;0;1;monthly;7599;1;0;0;y;57000;0,77;good risk
100069;30;27849;f;single;0;0;monthly;2888;0;0;0;y;69000;0,68;good risk
100184;39;27841;m;single;0;0;monthly;4299;0;0;0;y;74000;0,60;good risk
103855;43;27833;f;married;3;4;monthly;7373;4;2;22890;y;119000;0,35;bad loss
100542;38;27828;f;married;1;1;monthly;3771;1;0;0;y;101000;0,41;good risk
100027;26;27819;f;single;0;0;monthly;1490;1;0;0;y;67000;0,65;good risk
103257;44;27816;m;divsepwid;2;5;weekly;8515;4;3;20930;y;131000;0,42;good risk
103909;44;27808;f;married;3;3;weekly;7262;5;1;9590;y;124000;0,45;bad loss
103064;42;27796;m;divsepwid;2;6;weekly;5634;5;2;7470;n;0;0,51;bad loss
103861;43;27795;f;married;3;3;weekly;6601;5;1;14130;y;116000;0,59;bad loss
100122;34;27794;f;single;0;0;monthly;4530;1;0;0;y;81000;0,87;good risk
100249;44;27793;f;single;0;1;monthly;6409;1;0;0;y;80000;0,63;bad loss
103430;46;27792;m;divsepwid;4;6;weekly;6975;4;2;27660;y;143000;0,69;good risk
103314;45;27778;m;divsepwid;3;5;weekly;5977;4;3;26250;n;0;0,21;bad profit
103178;43;27745;m;divsepwid;4;5;weekly;6322;3;3;17300;n;0;0,54;good risk
100208;40;27739;m;single;0;0;monthly;4800;2;0;0;y;70000;0,59;good risk
103097;42;27736;f;divsepwid;4;5;weekly;5646;5;2;23760;y;136000;0,16;bad loss
103010;41;27723;m;divsepwid;4;5;weekly;5596;3;3;15310;y;155000;0,47;bad loss
100128;35;27706;m;single;0;1;monthly;4872;2;0;0;y;67000;0,98;good risk
103407;46;27693;m;divsepwid;2;5;weekly;9377;5;2;22440;n;0;0,43;bad profit
103514;47;27678;f;divsepwid;4;6;weekly;8735;3;2;26580;y;143000;0,57;bad loss
103721;50;27676;f;divsepwid;2;5;weekly;8050;5;3;60680;n;0;0,35;bad profit
103165;43;27669;f;divsepwid;3;6;weekly;5307;5;3;9030;n;0;0,48;bad loss
103068;30;27661;m;divsepwid;3;6;weekly;3186;3;3;16700;y;143000;0,39;bad loss
100236;36;27658;m;single;0;1;monthly;5018;0;0;0;y;58000;0,63;good risk
104067;34;27647;f;married;2;4;monthly;4297;4;2;8460;y;104000;0,12;bad profit
100135;36;27639;f;single;0;0;monthly;4117;1;0;0;y;72000;0,17;bad profit
103403;31;27637;m;divsepwid;3;6;weekly;2222;4;3;11040;y;115000;0,75;good risk
100060;29;27632;f;single;0;1;monthly;2814;1;0;0;y;79000;0,44;bad loss
103800;41;27624;f;married;2;4;weekly;3642;5;2;6420;y;99000;0,33;bad loss
103897;44;27619;m;married;2;3;monthly;5137;4;1;5010;y;118000;0,33;bad loss
100206;40;27617;f;single;0;1;monthly;3901;1;0;0;y;76000;0,50;bad profit
100024;26;27605;f;single;0;1;monthly;1852;2;0;0;y;74000;0,73;good risk
103511;47;27602;f;divsepwid;3;5;weekly;7700;4;2;16490;n;0;0,50;bad loss
103399;46;27596;m;divsepwid;3;5;weekly;7017;5;2;12440;n;0;0,21;bad profit
103645;49;27591;m;divsepwid;2;5;weekly;6019;5;2;12800;n;0;0,54;good risk
103910;44;27590;m;married;3;3;monthly;4488;4;2;10310;y;133000;0,57;bad loss
100096;33;27580;m;single;0;0;monthly;2896;0;0;0;y;59000;0,56;good risk
103975;46;27569;m;married;3;3;weekly;5466;4;2;12860;y;140000;0,53;bad loss
104041;28;27566;f;married;3;3;weekly;3057;4;2;9270;y;132000;0,29;bad loss
103250;44;27566;f;divsepwid;4;6;weekly;5427;5;3;18930;y;161000;0,26;bad profit
103482;47;27565;m;divsepwid;2;5;weekly;9724;5;2;22200;n;0;0,32;good risk
103324;45;27553;f;divsepwid;4;6;weekly;7298;5;2;13010;y;152000;0,36;bad loss
104100;50;27543;m;married;2;4;weekly;7419;4;1;12840;y;122000;0,57;bad profit
103502;47;27539;m;divsepwid;2;6;weekly;8612;4;2;14610;y;96000;0,19;bad profit
104114;50;27535;f;married;2;3;monthly;6419;4;1;8810;y;120000;0,37;bad loss
100120;34;27530;f;single;0;0;monthly;3163;0;0;0;y;74000;0,74;good risk
103060;27;27525;m;divsepwid;2;6;weekly;2043;5;2;4560;y;126000;0,20;bad profit
100183;39;27523;f;single;0;1;monthly;4512;2;0;0;y;73000;0,73;good risk
103740;50;27519;m;divsepwid;3;6;weekly;8616;3;2;30280;n;0;0,23;bad profit
103867;43;27517;m;married;2;4;weekly;6812;5;2;20510;y;116000;0,34;bad loss
100084;31;27505;m;single;0;1;monthly;4137;0;0;0;y;71000;0,58;good risk
103317;34;27486;f;divsepwid;4;6;weekly;1770;5;3;22720;n;0;0,68;bad loss
103343;45;27467;m;divsepwid;4;5;weekly;6615;5;3;24120;n;0;0,34;good risk
104112;50;27457;f;married;3;3;monthly;6657;5;1;11270;y;142000;0,46;good risk
100011;25;27457;m;single;0;1;monthly;1278;2;0;0;y;67000;0,44;good risk
103650;49;27450;f;divsepwid;2;5;weekly;9788;3;3;8770;n;0;0,40;bad loss
103655;49;27438;m;divsepwid;4;5;weekly;7765;5;3;24080;n;0;0,24;bad profit
102924;28;27416;f;divsepwid;4;5;weekly;1791;5;2;14690;n;0;0,38;bad loss
103096;34;27404;f;divsepwid;3;6;weekly;2973;5;3;14630;y;134000;0,30;bad profit
103242;44;27402;f;divsepwid;3;6;weekly;6082;5;2;27790;n;0;0,51;good risk
103767;40;27395;f;married;2;4;weekly;5000;5;1;3500;y;109000;0,36;good risk
103726;50;27381;f;divsepwid;4;6;weekly;6763;4;2;6210;y;161000;0,50;bad profit
103964;26;27379;m;married;2;4;weekly;667;5;1;2170;y;108000;0,38;bad loss
103938;45;27375;m;married;2;3;monthly;7471;4;2;28050;y;108000;0,28;bad loss
100051;28;27362;m;single;0;0;monthly;2245;0;0;0;y;71000;0,56;good risk
103995;47;27353;m;married;2;4;monthly;9314;5;1;16690;y;105000;0,52;bad loss
103942;28;27344;f;married;3;3;monthly;1668;4;2;15420;y;135000;0,16;bad loss
100226;41;27334;f;single;0;1;monthly;5623;1;0;0;y;73000;0,32;good risk
100020;26;27332;f;single;0;0;monthly;754;0;0;0;y;59000;0,81;good risk
103770;40;27290;f;married;3;3;monthly;4905;5;1;5850;y;128000;0,39;bad loss
103768;40;27289;m;married;2;3;weekly;5782;5;1;2230;y;105000;0,17;bad loss
103512;47;27286;m;divsepwid;3;6;weekly;5931;5;2;8890;y;121000;0,24;good risk
103235;44;27283;f;divsepwid;4;6;weekly;7281;5;2;18680;n;0;0,29;bad loss
103245;44;27281;f;divsepwid;3;5;weekly;7970;5;2;11320;n;0;0,20;bad profit
103265;44;27270;m;divsepwid;3;6;weekly;6140;5;3;34440;n;0;0,13;bad profit
103898;44;27269;f;married;2;3;monthly;5483;5;1;6750;y;105000;0,15;bad loss
103573;48;27268;f;divsepwid;3;5;weekly;9923;5;3;35010;n;0;0,44;bad profit
103333;45;27267;m;divsepwid;4;6;weekly;6619;3;3;22300;n;0;0,32;bad loss
100080;31;27252;m;single;0;0;monthly;2120;0;0;0;y;62000;0,75;good risk
103899;44;27233;f;married;3;4;weekly;6936;4;1;4500;y;117000;0,48;bad loss
103506;38;27196;f;divsepwid;4;6;weekly;3095;5;3;9920;y;151000;0,24;bad loss
103315;45;27195;m;divsepwid;3;6;weekly;9252;4;2;12590;n;0;0,34;bad loss
103088;42;27164;m;divsepwid;2;6;weekly;6726;3;2;12820;y;90000;0,38;bad loss
103236;28;27161;m;divsepwid;2;5;weekly;1261;4;2;3100;y;108000;0,56;good risk
103577;48;27154;m;divsepwid;2;6;weekly;7028;3;2;25110;y;93000;0,39;bad loss
103902;37;27148;m;married;2;4;monthly;4897;4;2;3000;y;128000;0,14;bad loss
100156;37;27134;m;single;0;1;monthly;4957;2;0;0;y;74000;0,81;good risk
103417;46;27133;m;divsepwid;2;5;weekly;5095;5;2;5520;y;104000;0,54;good risk
103828;42;27128;m;married;3;4;weekly;4645;4;2;9630;y;145000;0,47;bad loss
103414;27;27127;f;divsepwid;4;5;weekly;486;5;3;13680;y;147000;0,80;good risk
100139;36;27110;f;single;0;1;monthly;4007;2;0;0;y;82000;0,65;good risk
103337;26;27107;m;divsepwid;2;5;weekly;983;3;3;4000;n;0;0,19;bad loss
102904;40;27105;m;divsepwid;2;5;weekly;4760;5;3;23240;y;98000;0,80;good risk
100302;31;27105;f;married;0;2;monthly;4207;2;1;3480;y;64000;0,57;good risk
103737;50;27094;m;divsepwid;2;6;weekly;6586;3;3;27470;y;119000;0,31;bad profit
100197;39;27092;f;single;0;1;monthly;5436;2;0;0;y;80000;0,43;good risk
103906;44;27089;f;married;2;4;weekly;4902;4;1;5760;y;100000;0,63;bad loss
103500;47;27086;m;divsepwid;2;5;weekly;7725;5;2;14280;n;0;0,32;good risk
104042;48;27077;m;married;2;4;weekly;6703;4;1;8860;y;108000;0,23;bad loss
103860;43;27077;f;married;3;4;monthly;4824;4;1;7850;y;125000;0,25;bad loss
103572;48;27076;m;divsepwid;3;5;weekly;6316;4;3;26590;n;0;0,40;bad loss
100248;44;27070;m;single;0;0;monthly;6190;1;0;0;y;72000;0,63;good risk
104076;49;27068;f;married;3;4;monthly;8712;5;2;9480;y;125000;0,29;bad loss
102913;40;27061;f;divsepwid;4;6;weekly;4085;4;3;21550;y;145000;0,60;bad loss
103591;48;27046;m;divsepwid;3;5;weekly;9865;4;2;22680;n;0;0,51;bad loss
103594;48;27045;f;divsepwid;4;5;weekly;6183;4;3;9900;n;0;0,56;good risk
103801;41;27043;f;married;3;4;weekly;4250;4;1;7630;y;123000;0,11;bad profit
103342;45;27035;m;divsepwid;4;5;weekly;6065;5;3;40570;y;144000;0,31;bad profit
103233;44;27030;f;divsepwid;4;5;weekly;5931;5;3;19950;n;0;0,44;good risk
100086;32;27026;m;single;0;0;monthly;2220;0;0;0;y;72000;0,70;good risk
104043;48;27016;m;married;2;4;weekly;5912;5;1;770;y;110000;0,34;bad loss
103241;44;27015;m;divsepwid;3;6;weekly;6110;4;2;22730;y;127000;0,50;bad profit
103093;42;27012;f;divsepwid;4;5;weekly;6385;3;2;9120;n;0;0,13;bad profit
103170;43;27008;f;divsepwid;4;6;weekly;4383;3;2;24240;n;0;0,41;bad loss
100215;34;27004;f;single;0;0;monthly;3428;2;0;0;y;66000;0,81;good risk
102982;41;26976;m;divsepwid;3;5;weekly;4891;4;2;23220;y;122000;0,24;bad loss
104073;49;26968;m;married;3;4;weekly;10499;5;1;5920;y;154000;0,26;bad loss
103256;44;26967;f;divsepwid;4;6;weekly;4418;4;2;22750;n;0;0,22;bad loss
103176;43;26956;f;divsepwid;3;6;weekly;5505;5;3;26140;n;0;0,52;good risk
103654;49;26952;f;divsepwid;4;5;weekly;9108;4;2;14620;n;50000;0,51;good risk
100054;29;26947;f;single;0;1;monthly;3371;1;0;0;y;77000;0,55;bad profit
103174;43;26943;f;divsepwid;3;5;weekly;6339;3;2;7650;n;0;0,47;bad loss
100171;38;26916;m;single;0;1;monthly;4412;2;0;0;y;75000;0,64;good risk
100123;35;26908;f;single;0;1;monthly;2844;2;0;0;y;57000;0,73;good risk
104113;26;26905;m;married;2;4;weekly;2907;5;2;11930;y;109000;0,51;bad loss
103431;46;26900;f;divsepwid;4;6;weekly;8582;4;2;28380;n;0;0,42;bad loss
103835;42;26872;m;married;3;4;monthly;6448;4;1;8500;y;120000;0,37;bad loss
103087;38;26865;m;divsepwid;2;5;weekly;4300;5;2;5330;n;0;0,62;good risk
103089;42;26848;f;divsepwid;2;6;weekly;6236;3;3;20300;y;107000;0,31;bad loss
102992;41;26826;f;divsepwid;3;6;weekly;5028;5;2;9300;n;0;0,45;bad profit
103078;42;26806;m;divsepwid;2;6;weekly;7141;5;2;19330;y;105000;0,41;bad loss
103584;27;26785;m;divsepwid;3;5;weekly;1640;4;3;33750;n;0;0,62;good risk
100261;28;26782;f;single;0;0;monthly;2467;0;0;0;y;58000;0,47;good risk
103946;45;26773;f;married;2;3;monthly;7528;5;1;9800;y;103000;0,37;bad loss
103930;45;26772;f;married;2;4;monthly;8423;4;2;13850;y;99000;0,16;bad loss
103001;41;26768;m;divsepwid;4;5;weekly;4769;4;3;6130;n;0;0,42;bad profit
103661;49;26766;f;divsepwid;2;5;weekly;8764;4;2;18910;y;111000;0,62;good risk
102999;41;26750;m;divsepwid;4;5;weekly;5170;4;2;7270;y;173000;0,49;good risk
104033;48;26747;m;married;2;3;monthly;8419;4;2;12690;y;108000;0,50;bad profit
104106;50;26746;f;married;2;4;weekly;6614;5;1;10470;y;105000;0,56;bad loss
103416;46;26741;f;divsepwid;4;5;weekly;7218;3;3;12640;n;0;0,13;bad profit
103005;41;26736;m;divsepwid;2;5;weekly;3889;4;2;14730;n;0;0,57;good risk
103258;33;26725;f;divsepwid;2;5;weekly;1915;5;3;3970;y;117000;0,15;bad profit
103339;45;26723;m;divsepwid;2;6;weekly;7540;3;2;13870;n;0;0,59;good risk
100186;39;26718;m;single;0;0;monthly;7007;0;0;0;y;72000;0,58;good risk
103335;45;26710;f;divsepwid;2;5;weekly;7035;5;2;15950;y;116000;0,27;bad profit
103895;44;26701;m;married;3;4;weekly;5666;4;1;5000;y;123000;0,26;bad loss
103652;49;26700;f;divsepwid;3;5;weekly;6834;5;2;20630;n;0;0,52;bad loss
103063;42;26694;f;divsepwid;2;6;weekly;5743;4;3;10800;n;0;0,27;bad profit
103510;47;26664;f;divsepwid;2;6;weekly;7634;4;3;20490;n;0;0,28;bad profit
103338;45;26632;m;divsepwid;2;6;weekly;9545;5;2;8470;y;117000;0,49;bad profit
103323;45;26624;f;divsepwid;4;5;weekly;5291;3;2;25300;n;0;0,55;good risk
100063;30;26602;m;single;0;0;monthly;2152;2;0;0;y;70000;0,44;good risk
103772;26;26595;m;married;3;4;monthly;1847;5;2;11250;y;148000;0,48;bad loss
103671;38;26594;f;divsepwid;4;6;weekly;4039;5;2;7460;y;154000;0,39;good risk
103940;45;26575;m;married;3;4;monthly;6537;4;2;14550;y;131000;0,54;bad profit
103859;43;26572;f;married;2;4;weekly;3914;4;2;11020;y;110000;0,35;bad loss
103724;50;26561;f;divsepwid;3;5;weekly;8712;3;2;20260;n;0;0,56;bad profit
103643;49;26551;m;divsepwid;4;6;weekly;5774;3;2;6620;n;0;0,76;bad loss
100163;38;26550;m;single;0;0;monthly;4155;0;0;0;y;59000;0,36;bad profit
103947;45;26542;m;married;3;4;monthly;6070;5;2;22600;y;139000;0,57;bad loss
100170;38;26539;m;single;0;1;monthly;4658;1;0;0;y;59000;0,38;good risk
103944;45;26532;m;married;2;3;weekly;7250;4;2;19990;y;118000;0,26;bad loss
103173;43;26529;m;divsepwid;3;5;weekly;6205;3;2;11990;y;147000;0,26;bad profit
100203;40;26528;m;single;0;1;monthly;5205;1;0;0;y;81000;0,63;good risk
103091;42;26492;f;divsepwid;3;5;weekly;6565;5;3;13300;n;0;0,61;bad profit
103017;41;26489;f;divsepwid;3;5;weekly;5693;4;3;8700;n;0;0,36;bad profit
100079;31;26485;f;single;0;0;monthly;3018;1;0;0;y;56000;0,73;good risk
103903;44;26476;f;married;2;3;monthly;6103;4;1;3190;y;107000;0,14;bad loss
103896;44;26430;f;married;3;3;monthly;5288;5;1;10330;y;114000;0,46;bad loss
104110;50;26417;f;married;3;4;weekly;6189;5;1;7920;y;131000;0,21;bad loss
103798;29;26416;f;married;3;3;monthly;2170;5;1;3820;y;114000;0,31;bad profit
103583;32;26415;m;divsepwid;2;6;weekly;5081;5;3;27190;y;81000;0,67;bad loss
102908;40;26411;f;divsepwid;3;5;weekly;5098;3;3;13860;n;0;0,78;bad loss
103832;30;26409;m;married;2;3;weekly;3381;4;1;6230;y;104000;0,91;bad loss
104039;48;26406;f;married;2;4;monthly;7952;4;1;2120;y;119000;0,36;bad loss
103595;48;26396;m;divsepwid;4;6;weekly;7226;5;2;8710;n;0;0,63;bad loss
103716;38;26383;f;divsepwid;4;5;weekly;5166;5;3;13330;y;162000;0,46;bad profit
103831;42;26375;f;married;3;3;weekly;4217;4;1;6690;y;119000;0,64;bad profit
103331;45;26372;m;divsepwid;4;5;weekly;6516;4;2;20060;n;0;0,28;bad profit
103670;49;26352;f;divsepwid;4;5;weekly;8374;3;3;21200;n;0;0,13;bad loss
103585;48;26344;m;divsepwid;3;6;weekly;10323;4;2;13530;n;0;0,59;good risk
102914;40;26332;m;divsepwid;4;6;weekly;5174;3;3;14960;n;0;0,31;bad profit
103319;45;26307;f;divsepwid;2;5;weekly;6085;4;2;13530;n;0;0,24;bad loss
103649;49;26291;m;divsepwid;4;6;weekly;8285;5;2;9300;y;156000;0,53;bad profit
103496;47;26256;m;divsepwid;2;5;weekly;8175;4;2;10390;y;97000;0,51;bad profit
102931;40;26252;m;divsepwid;4;5;weekly;6868;3;3;2370;n;0;0,26;bad profit
103963;46;26247;m;married;3;3;weekly;7684;5;1;9530;y;139000;0,55;bad loss
103730;50;26245;f;divsepwid;4;5;weekly;8445;3;2;17850;n;0;0,51;bad profit
100136;36;26243;f;single;0;0;monthly;3334;0;0;0;y;67000;0,74;good risk
103598;29;26238;m;divsepwid;4;5;weekly;3365;3;2;10600;y;160000;0,62;bad profit
103415;29;26238;m;divsepwid;4;5;weekly;2667;3;2;19320;n;0;0,61;good risk
103240;44;26233;m;divsepwid;3;6;weekly;6579;3;3;19520;y;128000;0,79;good risk
103904;44;26231;m;married;3;4;weekly;4621;5;2;9630;y;143000;0,59;bad loss
100056;29;26231;m;single;0;0;monthly;1387;0;0;0;y;78000;0,81;good risk
103993;47;26218;f;married;2;4;weekly;8358;5;2;12050;y;111000;0,36;bad loss
103008;41;26203;f;divsepwid;3;5;weekly;5282;4;2;18230;y;133000;0,17;bad loss
103596;48;26193;f;divsepwid;2;5;weekly;9091;3;2;44360;n;0;0,52;bad loss
103943;45;26191;f;married;2;4;monthly;7406;4;2;17720;y;115000;0,44;bad loss
103571;48;26189;m;divsepwid;3;5;weekly;7971;3;3;20590;n;0;0,35;bad profit
103996;47;26184;f;married;2;3;monthly;6878;5;1;6160;y;111000;0,27;bad loss
